,low_comment_False
2060,그래서 어그로도 제대로 못 끄는 놈이랑 어그로 끌라는 말로 어그로 끄는 놈이랑 어그로 잘 끌라는 말에 어그로 끌리는 놈이랑 독자들이 싫다는데도 계속 반장으로 어그로 끄는 작가님이랑 누가 제일 멍청한 걸까
2061,소름돋고 역겨움ㅠㅠ 주인공이 이쁘장한 여자애라서 그렇지... 뱃살늘어진 대머리 아저씨가 여자감금하고 조종한다고 생각해봐 ㄹㅇ소름돋음 이걸 스토리라고 생각해낸 작가님들아... 처음에 따라하면 범죄라고 경고문구라도 넣어줘요 아무생각없이 보는 어린아이들이 낄낄거리며 웃게하지 말아주시길
2062,아니 애초에 이거 한국에 오자마자 빼애액 난리쳐서 중간중간 내용 다 짜르고 지들 입맛대로 바꿔놓으니까 이젠 개연성이 없다 하고 뭐 어쩌란걸까
2063,여주 존나 뭐하는애냐..? 저기서 지 상황이 설렐 상황이냐...?.....상황파악 진ㅉㅏ 1도 못하네
2064,"솔직히 저건 그럴만도 한게 잠수타고 만나지도 않다가 뿅 나타나서는 나사실 애생겼었어 하면 남친 입장에선 당황스럽기도 하고 딴남자가 나몰라라 한걸 자기한테 덮으려는 걸로도 알 수있음,, 다음화에서 얘기 못하고 또 거짓말하는 전개만 아니길"
2065,아무리 엘의 부인이자 유일한 가족이라 상속자가 됐다지만 뭐 이리 자연스럽게 가이린한테 세력이 다 넘어가냐ㅋㅋㅋㅋ 심지어 공자는 가이린이 임신 거짓말로 혼인신고 받아낸 것도 알고 있잖아
2066,진짜 단돈 200 원이 이렇게까지 아깝긴 첨이다 ;;;;; 스토리 진행 진짜 구역질 나온다 왜 이렇게 까지 밍기적거리고 질질 끄는거지 이 웹툰 완결나면 돈줄 끊기니까 질질끄는건가 독자들이 꼭 알고 지나쳐야 하는 내용이라던가 포인트를 알려주는 전개도 아니고 주인공 얘기 잘 하다가 마무리도 안짓고 갑자기 서브캐 사랑얘기 처 나오질 않나 ㅋㅋ 억지로 질질 끄는 전개 만들려고 동원 유나 아영 전개에 다른반 ㅅㄲ가 갑툭튀하더니 아영이한테 고백하질않나
2067,아오 드디어 말했는데 왜 아직도 답답허냐
2068,독감도 독감인데 유튜브..... 이번 만화는 별로 였던 거 같아요.... 윌유메리미에 맞는 건 아니지 않나 싶네요
2069,아니 뭐야 솔직 이 만화의 목적을 모르겠다
2070,애초에 평범한 만화였자나 왜들이래
2071,한대위 원래 저런 캐릭터 맞아요.. 예전에 갓오하에서 본인 친구 구하기위해서 진모리랑 대결때 수단과 방법 가리지 않고 치사하게 대결했잖아요. 원래부터 본인의 주변사람 구하기위해서는 남한테 피해주는거에 망설임없는 캐릭터였어요. 친구 죽고 진모리통해서 개과천선되어있던거지 그 본래 캐릭터는 원래 저랬어요.
2072,아 진짜 오바야 네이버 수준 너무 떨어졌다 진심 
2073,"뭐야 왜 자꾸 자빠져?
약기운이라도 떨어진거냐?
-고산-"
2074,나혼자산다때문에연예인병 걸려서 본업을잊지마세요 제발..
2075,ㅋㅋㅋ 피식하긴햇는데 니거 근데쿠키결제하기전에 평점은 볼수잇는 시스탬안나오나요 ???ㅋㅋㅋㅋ
2076,와 두번째 만남 너 싸가지 ㅋㅋㅋㅋㅋㅋ 벌써 웹툰 다음화를 다 본거 같아
2077,* 서비스 담당자 : <덴마> The knight(135)는 11월 15일에 올라올 수도 아닐 수도 있습니다.
2078,무규칙이라도 그렇지 경기인지 패싸움인지 모르겟네 진짜 별로다
2079,기안아 초심잃었냐 왜오늘은 재밌냐
2080,명색이 고산인데 경호도 안하냐?
2081,지환: 반장.그냥 평범하게 사는게 어때? 반장: 응 아냐 지환: 아니 내가 방해되서 그러니까 제발 평범하게 살아
2082,"학교끝나고 왔는데 여친엄마만났는데 아빠된거잖앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게뭐야
초딩이쓴거같은 급전개네"
2083,"성운이는 잠수탄 여친을 끝까지 이해하려하고
기다렸지만 여친X끼는 콘돔 거부해서 임신해놓고
혼자 해결할려고 하고 결국 임신사실 말하지도
않고 애낳네."
2084,"??? : 클로킹 다이서는 모두 숨었군..

구제도 못할 OOO새1끼네 진짜 ㅋㅋㅋㅋ"
2085,저도 식이장애 겪었던 사람인데요 한달만에 저렇게 빠져요 저 53키로에서  39키로까지 빠져봣어요 한달동안 아무것도 안 먹고 여름에 강박적으로 종일 움직엿어요 조금이라도 앉아있으면 살찔까봐 무서워서
2086,흑화도 흑화 나름이지 ㅋㅋㅋㅋ 은주나 지은이처럼 부당한 일을 겪고 각성한거면 몰라도 걍 지 이기심에 엑스나 시키는대로 폭주하는게 무슨 흑화냐 그냥 싸이코지 ㅋㅋ 저런게 주인공이니 원
2087,이거 이벤트식으로 별점 7.1 만들려고 별점 이런거지 별점테러 아닙니다. 무슨 작가 블로그에 욕을 퍼지른것도 아니고 이벤트 별점도 뭐라 그러는 무조건적인 찬양짓을 작가님이 좋아할지 모르겠네요. 그리고 별점이랑 월급이랑 상관 없어요. 베댓 좀 알고 말해요.
2088,음슴체 쓰고있네 싸가지 없게
2089,"힘드시면 쉬어주세요는 아니고 저희가 보는게 힘들어요;;
휴재한번하고 세이브 많이해서 분량좀 늘려주세요"
2090,"근데 오수도 문제인게
맞지도 않는사람을 맞쳐주지도않는 사람인걸 알면서
무리하게 살빼고 자기랑 잘맞는 남자 버린것도 
눈치챘으면서 제대로 말안한것도 다 오수임
결국 오수때문임 ㅇㅇ"
2091,일단 어떤 놈이야?! 부터 나와야 일반적인 부모인데말여
2092,저 고기가 김무식의 몸에서 나온거라는거지 ??? 그 말하는걸  지금은 컷에서 삭제한거고 ?? ㅁㅊ ㄷㄷㄷㄷ
2093,다음화는 어떤 개소리로 이어나갈까 궁금해서 보는 웹툰 
2094,"아니 안봐서 조회수 낮은게 작가에게 타격이 더클건데
글케싫음 꾸준히 스토커질하면서 평점테러하는것보단 차라리 안보겠다; 이쯤되면 애증이다 애증 정성이 따로없네 진짜.  "
2095,"무슨 무릎까지 도달했다가 살짝 삐끗했다고 원점으로 돌아가네...
무슨 항아리게임이냐?"
2096,지로는 엄마를 생각하고 있는거지. 약쟁이 아들을 끝까자 걱정해주고 있는 그대로 사랑해준 엄마와 그럼에도 쓰레기가 된 자기 인생. 인생에 자기를 있는 그대로 사랑해주는 단 한사람이라도 있는 사람과 그 조차 없다고 느끼는 사람 모두를 감싸주는 양형에게 믓시엘.
2097,저희가 좀 정밀하죠
2098,불여시 같은게 너희집안에서 그렇게 가르치디?
2099,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋ첫번째컷이랑 마지막컷 연결시켜봐라ㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그게 이번화 내용이다ㅋㅋㅋㅋㅋㅋㅋ"
2100,근데 고산도 뭔가 어떻게 보면 입체적인건데 어떻게 보면 이해가 잘 안간다. 본인이 직접 자진해서 몇년이나 매니저일 하면서 수모겪으며 때를 기다릴 줄도 알고 또 회계팀 비슷한 일을 한 모양이면 실무도 위 아래로 엄청 잘 알텐데 어떻게 이렇게 추락하고나서는 상황에 따라 태도가 달라진 것 같지가 않고.. 아예 그냥 연속성 없는 다른 이상한 캐릭터가 돼버린 느낌
2101,반장 말없으니 좋네여
2102,기안 : 올리면 노잼이라고 또 ㅈㄹ할텐데 그까짓거 내일올리지뭐
2103,"WWE 레전드
1. ""The Deadman"" 언더테이커
2. ""Stone Cold"" 스티브 오스틴
3. ""The Champ"" 존 시나
4. ""Hulkster"" 헐크 호건
5. ""Rocky"" 더 락
6. ""HBK"" 숀 마이클스
7. ""Nature Boy"" 릭 플레어
8. ""The Hitman"" 브렛 하트
9. ""The Game"" 트리플 H
10. ""The Big Red Machine"" 케인
11. ""The Viper"" 랜디 오턴
12. ""Y2J"" 크리스 제리코
13. ""Rated R Superstar"" 에지
14. ""The Giant Killer"" 레이 미스테리오
15. ""The World's Largest Athlete"" 빅쇼
16. ""The Olympic Gold Medalist"" 커트 앵글
17. ""Latino Heat"" 에디 게레로
18. ""Diesel"" 케빈 내쉬
19. ""Razer Ramon"" 스캇 홀
20. ""Mankind"" 믹 폴리
21. ""Warrior"" 얼티밋 워리어"
2104,맙소사 공자가 쓰게될 소설이 레즈물
2105,발락이 죽인다던 놈 다 살아있고 심지어 돈까지 내주네 ㅋㅋㅋㅋ
2106,아 분량...진짜 너무적다..
2107,사탄과오딘 꽃이 지고나서야 봄인것을 깨달았습니다 신과의 대전에서 죽었어야하는 애들이 힘 좀 얻었다고 절대신 ㅇㅈㄹ하는 꼴 못보겠습니다 돌아와주세요
2108,좌파우파 다 떠나서 일케 정치색 짙은 캐릭터를 대놓고 모티브해서 모두가 보는 웹툰에 등장시킨 것 자체가 너무 경솔했지ㅋㅋ 이니셜D를 생각하고 왔더니 정치인100분토론 틀어주면 화나냐 안나냐
2109,"일본에서 네배 준댔는데 안갔다니 뭔 헛소리여, 이 작가님 지금도 일본서 연재하고 있음. 틀린 정보 뇌피셜로 막 떠드는데 그냥 베댓 되네?"
2110,이제는 ㅗ만 해도 베뎃이 되누
2111,"캐릭 설정도 ㅂ같은게뭐냐면 여우족 우두머리라는게 두루마리 휴지같은 걸로 싸우기나하고
여우요괴 구미호 이런거면 그거게 맞는 캐릭터설정이나 기술도 많을텐데 고작 휴지로 미라만들기.... 전혀 무맥락
그리고 뭐에 먹혀서 강해진거는 딱봐도 보이는데 개쳐맞고나서
‘설마 더 강해진건가’ 이딴대사 치는것도 무맥락...
전개속도고 나발이고 이미 그런데서 붕괴된 만화.."
2112,어떻게 시ㅓㅓ발 저렇게 OOO 톡으로 불법음란물영상 공유하고 그것도 유명해진 여자의 영상이라고 유포하는걸 아무렇지도  않게 웹툰에 넣고 고작 저런톡 주고받으면 안되요~라고 포장해버리는거임 이렇게 가볍게 소비될께 아니잖아 혹여라도 이웹툰을 보게된 피해자들은 무슨생각들지 생각이라도 해봤을까
2113,베댓에 그럼 강해효라는 이름을 3성의 강해효로 알아야하는건 아니냐는 건 틀린 말이지;;;이대로가 3성의 강해효 얼굴을 알고 있는거 아닌가?그러니 강해효를 보고서 자기가 아는 강해효가 아니기에 그게 누군지 아냐고 수소문하는거 아닌가?동명이인인가 내가 아는 애와 이름이 같네라는 컷까지 그려넣어서 더 디테일하게 내용 전개를 했다면 저런 댓글이 베댓이 안됐을지도..좀만 생각해보면 둘의 얼굴 전부를 알고 있으니 이렇게 전개가 되나보다라고 생각할 수 있었을텐데...
2114,아영이 ㄹㅇ 눈치없네 저 상황에선 그냥 가줘야지
2115,아까운 내 쿠키
2116,이제 5G망타고 날아다니나
2117,"떨어져도 안뒤진단다. 스펀지에서 63층, 100층 높이에서 다 실험했다. 크기가 작으면 무게가 분산되서 절대 안죽는다. 이건 상식이야"
2118,"이웹툰의 제일큰 문제점은 떡밥만 뿌리고 회수는 되지않는 점이랑 설정오류인데 설정오류는 말해봐야 끝도없어서 아직도 회수되지않은 떡밥만 적어볼게요

1.박무봉 상만덕의 과거 라그나로크 끝난직후 혹은 들어가기전에 과거얘기가 나올줄알앗는데 아직까지도 안나오네요

2.집행의원s의 스승 전 더식스 나올거처럼 떡밥만 뿌려놓고 여태 등장x

3.호조사와 박일표가 직접계약한 이유 처음엔 박일표가 직접계약을 안하겟다 햇는데 어떻게 하게됫는지 뒷얘기가 필요할거같습니다.

4.죽엇던 신들의 차력을 사용할수잇는 이유 예전 베댓이 발할라의 잇기때문에 사용가능하다 이런식의 댓글을 본적이잇는데 아직까지 공식으로 왜 사용가능한지 제대로 나온적이없습니다."
2119,솔직히 여주 부모님도 별론데 왜 그렇게 눈치보며 사는지
2120,"제트 죽는게 아니라 덴마처럼 제트한테 공진기 작동시켜서
주변인들 모두가 제트의 쓰레기 같은 삶을 알게 되는거지"
2121,지훈아 어장 그만 당하고 갈길가ㅋㅋㅋ 오수 저새끼 민호랑 조금이라도 각 보이면 바로 너 버림
2122,어린 친구들은 이번화 보고 함부로 욕하지 말아주세요ㅠㅜ 정말 대학교만 졸업해도 그 많던 인맥들은 다 어디로 갔지?란 생각 들면서 씁쓸해집니다...인생에 좋은 친구 한두명만 있어도 성공했단 말이 왜 있겠어요..학교란 울타리를 벗어나면 다들 먹고 살기바빠 남이 눈에 안들어와요..나부터도
2123,아...이제 미오 싫어진다...지은이로 가자...동태야...그리고 베뎃이 3명뿐이넹..(나도 베뎃되고싶다..) 그...그치만...이렇게라도 하지않으면..베뎃을 시켜주지 않는걸...
2124,"엘가 최후의 전쟁치고는 긴장감이 너무없다...
1. 롯이 숨겨둔게 있거나
2. 저게 진짜 고산 환각이거나
3. 걍형 기량이 그만큼 떨어진 거거나...

3번이면 정말 실망할거같아 형...

진짜 완결 싹 다 죽고 안드레이가 박수짝 치고 파나마의 개 터지면서 이거...뭐야? 하는 덴마 독백으로 끝나는거 아니지?"
2125,기명이가 잘사는거는좋은대.... 싸가지없어진건 싫어
2126,수업중에 전화받지마....
2127,"267화 동태의 독백 [정오에 지은누나의 뉴스를 접했다], 그리고 현재시각 오후3시 즉, 동태는 정확히 은지의 소식을 접했으며 만약 못접했다는 설정 붙여지면 작가님이 발암커플 까이는거 싫어서 억지로 설정변경하는꼴밖에 안됨ㅋㅋ 이미 뉴스에 면상도 다 까발려졌구만"
2128,지금 뭐햇냐??
2129,하기야 그냥 더 좋은 여자 찾아라. 다름이랑 엮일수록 질투만하는 이찬이랑 엮일거고 다름이는 아무것도 모르는 눈치없는 사람이라 너 마음만 더 아프게할 게 분명하다. 하기 능력이면 수십배 젛은여자만날수있을거다. 하기파로써 솔직히 오늘 화 보고 남다름은 하기한테 모자라누여자인거 절실히 느꼇다.
2130,최연소국가대표가 뭐가아쉬워서 미쳤다고 저짓거리하고댕기냐ㅋㅋ
