,high_comment_False
1165,아니 지훈이 아이스크림 얼마나 좋아하는 거야ㅋㅋㅋㅋㅋㅋㅋ아이스크림 사준다니까 화자 괴롭히던 애라도 따라가네
1166,와... 사흑련은 구휘뿐만아니라 단원들도 클라스가 다르구나...
1167,인호 달려갈때 상처받은 멍멍이같아ㅜㅜㅜㅜㅜㅜ
1168,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ너 아는 개야? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 친구 만난줄
1169,작가님 하난이한테 왜 그래요..아 진짜 불쌍해
1170,솔직히 아빠는 착한데 윗대가리가 계속 생원이 싸우라고 재촉해서 어쩔수없이 그런듯
1171,으...문틈으로 훔쳐보는거 뭐야...스토커 아니길...제발...스토커면 너무 호러잖아...아니 스토커 자체가 호러이긴 하지...아악...무서워요 작가님ㅠㅠ작가님 스토커 사이다 처벌로 부탁드려요!!!!!
1172,인형도 피가납니다 전에 설명햇어여 가벼운 상처에경우 신체처럼 피가나며 심한상처에경우 부서진다고
1173,와 나 같아도 우리집 후원받는 애가 우리 부모님이 친자식보다 자길 더 이뻐한다고 자랑하고 그걸로 학교에 우리 아빠 불륜남 소문 돌면 꼭지 돌 듯...
1174,이무기가 나타난 건가...?!
1175,도운이도 저기 데려가려고 했던 거 같은데ㅠㅠㅠㅠㅠ도운홍련 못 버려..
1176,아니 저 로맨티스트
1177,좀비가 자살을 하게하는 빅순 그녀는...
1178,시선이 사람을 가두는 거지... 그냥 그대로 봐주기가 너무 어려운 거죠.
1179,저 얼굴로 머리 받쳐주면서 졸면 안 된다고 깨워주면 영화관 의자 박차고 공중제비 돌면서 대기권 뚫기도 가능
1180,아 진짜 아직도 이개그가먹히는게 내가늙어서그런거냐 아님지금도통하는거냐 ㅋㅋㅋㅋㅋ
1181,애초애 애들을 비정상적인 환경에 던져놓고 정상적인 사고와 판단을 바랄수 없지. 만약 다정이가 6급이었어도 비슷한 선택 안하리란 보장도 없고. 그 어린 애가 죽을꺼 무서워서 발악하던게 예상치 못한 사고가 터져서 바라지 않던 죄와 결과가 왔는데 마음 아프네요 ㅠㅠ 과거 보니 원장이야기 나오기 전에만 해도 다정이가 자기 챙겨주는거 좋아하고 다정이 좋아하는게 눈에 보였는데 ㅠㅠ 애들 좀 언젠가는 완전히 웃으며 보지 못해도 족쇄를 끊어내고 다시 함께하면 좋겠어요 ㅠㅠ 아니면 따로 살더라도 저런 비정상적인 환경에서 벗어나기라도 하면 좋겠어요 ㅠㅠ
1182,아쉽다 대상아니어서... 천재 재능인데 몇년만에 저렇게 그리고 특선받는거 사기지...ㅠㅠㅠ 좀 더 갈고닦아서 대상가자 ㅠㅠ
1183,털 다시들어가????ㅋㅋㅋㅋ
1184,맨처음 우기가 나 갖긴 싫고 남 주긴 아깝다고 구는 사람 짜증난다며 새이 디스했을 때부터 예고되었던 우기vs새이 빅매치가 드디어 시작된다ㄷㄷㄷ
1185,호랑이가 들길래 같이 도망가려는 줄 알았는데 던졐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1186,"어.... 과한 과대망상, 피해망상 등이 정신분열증 초기증세라고 어디서 본거같은데.."
1187,슬리퍼 구찌인거 언급하는 배뎃 있을줄 알았는디 없네..
1188,근데 이건 유정의 설계고 뭐고를 떠나서 손민수 머가리가 텅텅 비었다는 걸 알 수있다. 기본 상식이 있는 사람이라면 그대로 갖다쓰는 행위를 할까 ㅋㅋ...
1189,안 그래도 정이 말 들은 이후로 설이한테 조금이라도 피해 줄까 전전긍긍하는 앤데 얼마나 놀랬을까ㅠㅠㅠ 인호야ㅠㅠㅠㅠㅠㅠ
1190,근데 저 속옷도둑놈은 정신병 있는 건 맞는거같다... 지 죽이려드는 유정한테도 계속 입털고 착각심한거나 하는말이 전부 이상한거 정상인의 범주에서는 어떻게 저런 식으로 생각하는지 이해할 수 없는 말만 주절주절하는거... 찐으로 정신병은 맞는듯 하지만 그걸로 감형받는건 이해안됨 정신병 있다고 다 범죄 저지르고 저정도로 피해주고 다니는것도 아닌데ㅋㅋ 정신병이라고 감형하고 이러는게 사회에서 정신병이라는 거에 대한 기피를 만들고 그래서 제때 정신과 안 간 사람들 병 악화되고 하여간 악순환임
1191,모래시계가 뒤집히고 다들 또 한번 전환점이 찾아온다는건가. 괜히 떠날것처럼이라고 얘기하니까 진짜 다들 무슨 손에 쥔 모래마냥 가버릴것같네 흑 안됑
1192,싫은데?할때 표정 개소름
1193,"호의를 포장한 검은 속내
그것을 당연히 보상 받기 원하는
남자들의 심리. 이젠 너무 뻔해서
너무나도 지겹다.."
1194,므흫 ㅋㅋㅋㅋㅋ 독자들 대부분 성인됬을텐데 성인판 외전 한번만 연재해주시면 안되나 ㅋㅋㅋㅋㅋ
1195,스토리 진전되는거랑 별개로 도희 동생 문제는 꼭 짚고 넘어갔으면 좋겠다. 엄한사람 외관으로 만만해보이니까 삥뜯으려는거 폭력범죄고 저기서 현우 안나타났으면 은별이 뭔일 당할지 모르는거였는데... 도희도 그전에 현우 좋아한다고 은별이한테 치대고 이런거는 넘길 수 있지만 저 상황얘기 다 듣고도 자기 동생 저지른 일에 심각성 못느끼는건 상당히 문제있음..
1196,베댓님 저거 유미가 아니라 유미의 세포가말하는 거에요. 봐봐요. 노란색이잖아.
1197,"호수 또 벨울리기전에 반응해버렸네,,
??? : 출동할지 어떻게 알았어요?"
1198,ㅋㅋㅋㅋ다들 되돌릴수 없는 쿠키의 길을 걷는 분들 이군요
1199,그냥 오해하지말라고 하기도 전에 걍 인사하고 올라갈듯
1200,"저런 평범한 사진조차도 연애한다느니 뭐라니하면서 유언비어 퍼뜨리는 파파라치,기레기들이 많은데 사생활즐기고 건강챙기러 병원한번 편하게다녀보겠냐?ㅠ"
1201,아 감정선이 휘몰아친다... 간신히 사랑의 감정을 키워가는 무이로써는 유일이의 태도가 슬프고 화가나기도 하겠지... 유일이는 집안사정도 취직도 취미도 다 엉망진창에 갑자기 그린듯 유명한 사람들과 교류하게 되었으니 불안할테고... 어느 하나 온전히 신경 쓸 수 있는게 없어 ㅠㅠㅠ
1202,그렇지않아!
1203,사장이 차 분기별로 바꾸는거 아마 세금 털라고 그러는거겠지....
1204,유정은 항상 그랬지 실이 꼬여버렸다면 그걸 넘기고 넘기고 넘겨서 결국 남이 가위로 직접 끊게 만들었지 그리고 설이도 이번에 그렇게 했고 베댓 분 말씀대로 자신과 닮았다고 생각해 끌렸으나 다르다는 걸 인정하기 싫었고 하지만 다름을 깨달았음에도 불구하고 설이를 좋아했고 자신도 변했다고 느꼈고 그런 자신에 애정을 느꼈고.. 남들이 이상하다고 말하는 이전의 자신을 거울로 비추듯 닮아가는 설이를 본 느낌은 어땠을까 마지막 장면의 표정을 어떤 단어로 표현할 수 있을까..
1205,헐 아이스크림 녹색이라서 세포깡도 녹색인건가..센스만점..
1206,도서부가 왕자다 얼굴이 왕자다 걍 왕자다 저건 왕자가 아닐수없는 미모야 무조건 왕자임 왕자여야해.  ...
1207,"잠들어 있던 인호파,, 일어나세요 "
1208,"""내일""은 누군가가 죽을 날짜가 되지만
저승사자들한테는 그 누군가를 막을 ""내 일""이 되는거네요"
1209,흑발되니까 피부톤 진짜 하얗다 팀장님.......언니 저랑 김밥 먹으실래요........?
1210,세니카ㅠㅜㅜ죽기엔 진짜 아까운 캐릭터야ㅠㅠㅠ
1211,테오 반영의 호수 비치는거 뭔가 타라카족st 비주얼인데
1212,친구가 디자인한 신상바지를 계속 '흔한'바지라고 언급하는것도 개빡침
1213,뒤에 여자가 쳐다본거보니 좀 잘생긴 사람인거 같인거 그냥 내 느낌????????????
1214,"사빈이 이디에게 집착하는 이유가 드러나네요
다시 만날땐 반드시 뭐? 고백하려고? "
1215,공로패로존나패
1216,멜리사 작화 너무 예뻐서 괜히 불안하네... 죽기 전에는 캐릭터들이 꼭 빛나더라....
1217,그와중에  다정이 그림실력보소 ㅋ똑같누
1218,깜쪽같은 생지술 ㅇㅈ? ㅇㅇㅈ
1219,처형당하는 사람들 다들 홍운편이었던 사람들일텐데 홍운 얼마나 감정적으로 행동했으면 홍련이가 왕좌에 더 잘어울린다는걸 알고있니
1220,헐 이건 좀 아니죠.... 견주 완전 예의없다
1221,뭘엮어줘 어머니 돌아가신거 안보이냐 여장사가 뚜드려패도모자랄판에
1222,잡아당기지말개
1223,아니 이 드립을 나만봤누 ㅋㅋㅋㅋㅋㅋ 미친구 드립친 다음에 감자칩이름이 풉키칩이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1224,안 돼 백인호 못 잃어ㅠㅠㅠㅠ
1225,대체 왜 미리보기의 미리보기는 없는 거죠?
1226,왜 남친 있는 여자한테 꼬리쳐...?
1227,어딜가나 날먹충은 존재하지...
1228,아니근데 사일런 왜이렇게 잘생겼냐??? 얼굴 첨나왔을때 진짜 헉했다 핵존잘빨간눈섹시해
1229,대답 듣지못하게 죽인걸까 ㅠㅠ 저 성격좋은 바리입장에선 대답을 영영 들을 수 없는 게 가장 한이긴 하겠다 ㅠㅠ 
1230,율죽 한번 잘못 삼켜서 오지게 고생하네ㅋㅋㅋㅋ
1231,참고로 또 한가지. 저기 모래폭풍은  황사보다 더오래감. (그래서 아랍어로 (خمسين‎:함신)이라고 부르는데. 이 함신이라는 말의 뜻은.. 50이라는 뜻임. 모래폭풍이 50일인데 물1L도 없이 갔다? 사망율 100%.. 그것도 말라죽어서.. 왜냐면 저기 모래폭풍은 전기통신마저 끊어버림. 그만큼 무서운 녀석임. 아마 통신 다 안될겁니다. 죽어오는길밖에는..
1232,저도 저 유연이 사진 한장만 나눠주시면 안되겠습니까요?
1233,결계푸는게 글보통쓴사람도 안된다는데 도련님은 글을 얼마나 쓰는거야
1234,쿠키 계속 굽게되네.. 돌겠다
1235,아ㅠㅜㅠ우리 도치경 너무 귀염뽀쨕 졸귀탱 카와이 한거 아니냐고ㅠㅠㅜㅠㅠ아파트 뿌셔 지구 뿌셔ㅜㅠㅠ
1236,"베댓은 타자싸움
베댓되고 싶어서 복사함ㅋ
걸어서30분 = 금요일30분 = 11시30분 = 기다린30분 = 오늘도30분
근데28분이네"
1237,"1. 과거 유정이랑 고니가 문자했고 그후 당시 유정폰을 백인하에게 준것
2. 유정이 쓰던 폰(아니면 번호)을 백인하에게 준 후 고니가 연애상담같은 문자를 했는데 백인하가 재미삼아 맞장구 친것

둘중에 하나 같음"
1238,그 영화관에서 만난 여자 나만 산채 친언니일것 같아..?
1239,이번에야 말로 푸들이라고 믿었는데 비숑이나 코카스파니엘이면 웃기겠다
1240,제가 보기에는 부정맥중에 발작성 상 심실성 빈맥인거 같습니다 혈역학적으로 불안정해지기 전에 얼른 병원에 찾아가세요
1241,영노 짜증내다가 순주 꺼내니까 수락하는거 좋아..
1242,아니...어르신이 좋았는데 계선우한테 왜 갑자기 치였냐고...
1243,경환이가 그래도 갚을 줄은 아는 사람이라서 유정이랑 가깝게 지냈다는 것을 알 수 있다... 경환이 덕에 김상철 엿 좀 먹이고
1244,쉬부렝 돈없는데 에라이 묻고 더블로 가!!
1245,아 그래서 서로 싫어 했구나. 동족혐오..
1246,"이은혁이 얜 항상 느끼는거지만 머리가 정말 좋다니까..
다른 사람들은 선동 당할위기에 있는 와중에 
버스파 놈들이 어떻게 살아남았는지  분석했으니까
괜히 리더노릇 하는게 아닌거고 당당하게 나타난거로
봐선 계획이 있는듯함
거기다 반괴물이 신중섭 저 ㅆㄹ기 일줄알았는데
유리한테 호흡기 준사람이 었어??
여기서 다음화의 내용이 중요함 왜냐면 반괴물이면
굳이 신중섭의 부하노릇 할 필요가 없을텐데 부하노릇을 하고
있으니까 가설은 두가지
첫째 초반에 어리숙한 모습을 보여줬기에 기가약하고
       호구임
둘째 부하노릇 하는척 하면서 통수치려는것임
아마 둘중 하나일걸??"
1247,백화점 직원들 하루종일 세워놓는게 제일 이해안감 손님 올때 일어나면 되지 ㄹㅇ
1248,와 도운ㅋㅋㅋㅋㅋㅋ 국왕 끌어내리려고 의관 붙혀서 지병을 악화시킨거여????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그래서 호위무사도 제거하고 그러는게 적기라는거냨ㅋㅋㅋㅋㅋㅋ 와 진짜 도운 머리 너무 잘 굴러간다ㄷㄷㄷ 무서운 양씨 집안....  
1249,형이랑 닮은건 인정 ㅋㅋㅋㅋㅋㅋ .. 친오빠들이라면 저렇지 않고 정신병원 가보라 하지 않나여 ㅋㅋㅋㅋ
1250,여학생둘 옆에 경찰차 있었는데도 여학생 아빠 오고 나서 칼난동 포기할 생각한 가해자 그는 대체.....
1251,꺼져 건달아 우리 인호 피아노 칠 거야!!
1252,오ㅐ 눈코입이 없는데 얼굴이 보이지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1253,지금 타이밍에 좋아한다? 백퍼 그냥 흐지부지 끝남
1254,개들끼리 인사할때 자기만 냄새맡고 상대개는 자기 냄새 못 맡게 하는거 겁나 비매너랬는데 저희 개가 그래서 주인인 제가 뻘쭘합니다 난 널 그렇게 키우지 않았는데 누굴닮아서 예의없게 자랐니
1255,잠깐만 그럼 빨간망토는 3단계에서만 시스템 사용가능 제이는 1단계에서만 시스템 사용가능 그럼 신우는 운영자 시스템인데 어느때든 쓸수있는겁니까? 개사기잖아
1256,슈가 깜장아저씨라고 부르는거 왜이렇게 똥꼬발랄하고 좋냐 ...
1257,화가 나는걸 무조건 니가 참으라고 하니까 그러지 장난감 다른 애가 망가뜨린 것도 애들이라면 화내고 싸우고 울고 하는게 보통인데 그걸 오히려 장난감 망가져서 화난 애한테 니가 참아 이렇게 하니까 안보이는 곳에서 복수하잖아
1258,진짜 사회의 축소판같다
1259,개인적으로 너무 좋아하는화ㅠㅠㅠㅠㅠ 설이화내는게 얼마없는데다가 제일 속시원했어ㅠㅠㅠㅠ
1260,"이부분 얘기가 없네 유연이가 자판기 뽑아온다 했을 때 바름이가 자기도 커피라고 했는데 ""넌 안 돼"" 라고 하는 거... 맨날 밥 안 먹고 커피만 마셔서 속 맨날 안 좋아서 안 된다고 한 듯"
1261,숙희 : 내가 뫔아! 느그 어무이하고 같이 밥도묵고 싸우나도가고 다했어임뫄!!
1262,"*실종된 사람을 찾습니다*
성명: 이무기
나이: 모르지만 20대 초중반 얼굴
실종시간: 79화 이후 사라짐
인상착의: 검정색 슈트
기타: 잘생김

보고싶습니다..."
1263,"영화보단, 먼저 애니로 꼭 보고싶음!"
1264,가끔 어글리후드가 그냥 일상물이었어도 ㅈㄴ재밌겠다는생각을합니답...작가님 외전으로 현대 고등학교 버전으로 그려주실생각없우신가요 ㅠㅠㅠ흙흙 주교들 다 한국패치되면 개재밋을것같아 ㅠㅠㅠㅠㅠㅠ
1265,설이 말대로 굳이 찾아가서 시비를 걸 이유가있나 괴롭히는거랑 뭐가 다른가 싶은데..
1266,"스크롤 내리면서 엘사 좀 안좋게 말할까봐 걱정됐는데
개뿔 어제 수능 국어 31번처럼 쓸데 없는거였어"
1267,ㅋㅋㅋㅋ빠르 자기 먹기전에 테스트로 가우리 먼저 먹이는거봐
1268,"사실 난 도운이랑 홍련이 로맨스가 아니라도 서로의 서사에서 충분히 비중있는 남주 여주라고 생각함. 지금의 저 위치는 서로가 있어서 가능했던것이고 둘의 서사에서 서로를 빼면 이야기가 진행 자체가 안되니까. 굳이 사랑이 아니라도 서로에게 충분히 영향을 주었고 주축이라고 생각함.

그리고 도운도 역성혁명을 할 생각은 없는것같음. 도운은 정실자리와 자기 핏줄의 후계자를 얻어 권력을 얻길 바랄 뿐 왕이 될 생각은 없어보인다. 애초에 너무 가망이 없는 일이란것을 본인도 알거고."
1269,이거 보세요 ㅠㅠ 지은이도 윤재랑 못가니까 가고싶지 않다잖아 ㅠㅠㅠㅠ
1270,아니 진짜 골매 말좀 해봐 제발..ㅜㅠㅠㅠㅠ아는거 있으면 말을하라고!표정만 보여주지말구..ㅜㅠㅠㅠㅠ
1271,정신과 의사가 아니라 집볼때 복덕방 아저씨...
1272,말눈은 왜 초롱초롱해ㅋㅋㅋㅋㅋㅋ
