,high_comment_True
1760,"세번째 증거중 마지막 증거를 백한이 준건가 보네... 이 사실이 밝혀지면 도운은 백한을 처리하기 더더욱 어려울듯 '나라' 만을 생각하는 백가의 상징성이 더더욱 굳혀지는 거니까. 백한의 어린시절을 보니까 출신이 불분명하지만 출중한 능력과 누군가의 도움으로 정점을 찍은 것을 보니, 홍련과 정말 비슷한 사람인듯. 로맨스로는 이쪽이 더 가망있을지도ㅋㅋ"
1761,"저도 누구 보면 자구 가슴아파서 설마했는데
자꾸 알고 보니까 역류성 식도염이더라구요
예...."
1762,아니 엉덩이에 눈 달려 있는 거 보고 나만 웃음?ㅠㅠㅋㅋㅋㅋㅋㅋㅋ
1763,추국이 진짜 한컷한컷마다 예쁨과 싸패기질을 넘나드네..
1764,헤헤..다리사이에 들어가 있는거 귀엽다.. 은신처..??
1765,이번화가 너무 가슴에 와닿습니다. 임신기간 내내 건강하게 지내다 35주차 정기검진갔다가 즉시 대학병원 전원하고 다음날 새벽에 수술했어요. 지금도 그 때 생각하면 아찔하네요.임신중독은 커녕 아무런 이상도 없었거든요. 그날의 아주아주 작은 징후를 놓치지 않고 봐주신 의사선생님부터 작게 태어난 아기를 보살펴주신 분들 덕에 아이는 건강하게 잘 자라구 있어요. 모든 산모 분들 출산까지 조심하시고 건강하시길 진심으로 바랍니다. 
1766,인하야 니처지도 알겠는데 너무 남탓만한다 ㅜ
1767,떡밥하나 나왔네요. 두려움이 커지면 귀신 눈에 더 잘보이나?
1768,묵장로 진짜 참어른이다 나중에 저렇게 나이들고 싶다 그러려면 오늘도 최선을 다하고 주위 사람들을 잘 챙겨야겠지...!
1769,오 !!!!!!!!!!!!! 루비랑 유미랑 친해보여서 루비 소개시켜달라고 하려고 접근한 거 ? 
1770,난 이제 유정만의 사이다가 항상 기대돼... 길들여져버렸어... 너란남자... 
1771,이번 화가 인호파의 무덤이었죠 눕고 갑니다
1772,소방차 무케쨔응과 매력덩이 빠르의 케미란...♥
1773,"근데 나만 방송국 얘들이랑 감독 맘에 안드나..;;
감독이 가이드..? 아니면 담당자? 같은 사람에게 서류??로 때릴것 같은 기세였는데.."
1774,바름이의 생활패턴이 일반적이지는 않긴 하죠.. 그걸 이해하지 못 하는 사람이 있을 수도 있는거고... 그래도 바름이처럼 열심히 산다는게 얼마나 힘든건지 요새 엄청 잘 느끼고 있어요 ㅋ큐ㅠㅠ 자신이 세운 계획을 모두 실천하는 습관은 배울만한 좋은 습관이라고 생각해요ㅜㅜ 사람의 가치관이 다르다고 틀린건 아니니까ㅠㅠㅠ
1775,자기 편에 집착하는 인하 너무 짠해 미치겠어
1776,밤이 되었습니다 강민선배파는 시끄럽게 일어나 주세요
1777,유정이랑 인호 싸우기전에 홍설이 얼른 눈가리고 맛있겠다~~ 하면서 치킨 흔들고있어 ㅋㅋㅋㅋㅋㅋㅋㅋ
1778,후준은 길게 설명할 필요없이 존잘에 ㅈㄴ 섹시하고 모든 여자들의 설렘을 담당하고있는 남자입니다
1779,"동백이 봐서 그런가  뭐 그려..? 를 뭐 그려??
충청도 사투리로 읽었어..."
1780,야 세르게이 작은 고추의 매운맛을 보여주마 폭풍저그 홍진호가 간닷
1781,"근데 불쌍하다 천년동안 시험 기다렸는데 
DMZ때문에 부상입어서 못해...
"
1782,저만 이날 유정 착장 너무 좋나요 기엽구 남사친같고ㅠㅠㅠㅠㅠㅠ
1783,와 다정이 알고있어.....
1784,작가님께서 이 댓글을 보실지는 모르겠지만 꼭 한가지 부탁드리고 싶네요. 네이버 웹툰 특성상 초등학생들이 많고 대부분의 베스트 댓글은 초등학생이나 중학생들이 많습니다. 이런 애들이 누구 살려달라 누구 멋있다 하는 말로 흔들려서 작품 망치지 마시고 제발 원래 이야기대로 뚝심있게 그려주시길 바라겠습니다. 항상 응원합니다!
1785,"사랑해요 이 한마디
・。❅゜❅ ゜⭐❅      ゜。゜⭐・゜별빛이내린다・。゜❅⭐゜ ゜゜。❄゜・。샤랄랄랄라。・❅❄゜・ ❅゜゜・ʕっ•ﻌ•ʔっ"
1786,고니고니.. 쫄은고니
1787,하도 잘려서 고깃집도 잘린줄알고 먼저 나가는거봐 부 귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1788,오늘 서울소방학교에서 시니 작가님과 광운 작가님을 뵈었습니다 수료식 한다는 말씀을 엿들었는데 때 마침 서울소방학교도 내일이 수료식이라 정말 신기했습니다 이런 연출을 보여주신 작가님들 정말 대단하십니다!!ㅠㅠㅠㅠ
1789,크으윽..크으윽..작가님만의 쿠키오븐이 되겠습니다.....ㅠ..ㅠ
1790,ㅠㅠㅠㅠ 쿠키를 못 끊어ㅓ 다이어트 실패야.. ㅠㅠㅠㅠ
1791,"엇...아무래도 지금까지 나온것들을 보면 6년전에 대청소 사건이 있었고, 네임드들은 그때 조력자를 만나서 어찌저찌 탈출했다고 했죠...근데 엘사어머니를 아는것 하고 같이 찍은 사진에서 네임리스 초커를 차고있는걸 보면 그 조력자는 엘사엄마일것같고....성수에 대한 기록?같은것도 적혀있어서 네임드가 성수를 마셨을때의 능력을 쓸수 있었을것 같네요....네 지금까지 맞을지 안맞을지 모르는 개소리였습니다"
1792,막 돌잡이 하고 박수 받는 아이같네요~
1793,"시빌워의 시작
응큼 아메리카 vs 예의언맨"
1794,계선우 동생이 고데기 흉기처럼 들고있는거 나만 웃기냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀여엉
1795,정주행 할 때는 매주 보는게 머릿속에서 내용이 자꾸 사라져서 과거회상 좀 있으면 현재를 잊고 그랬는데... 지금 쭉 보니까 이해쏙쏙..
1796,새해복 많이받으세요
1797,아...발린다..이건...크흠...유정씨 여우짓 백전백승..
1798,ㅋㅋㅋㅋ 인호 유정옆에서 참보안관 ㅋㅋㅋㅋ
1799,두목이 천식 호흡기로 약점잡고 있겠지
1800,"진짜 라마님 표현력이 대단하시네요 아가령이라고 표현하시는것도, 티비에 나오는 아가를 보고 우시는 유화씨도..
항상 행복한 삶 사셨으면 해요 특히 륭구엄마라서, 전생에 너무 힘들었어서 더요"
1801,이참에 백한을 홍련 쪽으로 끌어당기면 일이 더 수월해질듯
1802,사랑해 류혜진 이말이 나올거라 시즌1에는 상상도 못했다
1803,펙트) 생원이가 어릴적에 유괴당한거 알게되는 순간 토끼 멸종당함
1804,이거진짜불안함 ㅜㅜ
1805,"아 근데 바름이 재현이 한테 차이고 난뒤라서 마음도 복잡할거고 눈치도 없는애라서ㅋㅋㅋ아마 그냥 넘어갈듯
그래도 이제 차차 유연이의 저런 행동에 설레이면서 언젠가 이어지겠지ㅎㅎ너무 행복하자너ㅠㅠㅠㅠ
주인공은 이제 너 하나야 유연아ㅠㅠㅠ"
1806,생각하는 설이.... 눈빛에 치인다..ㅠㅠ멋있어
1807,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ반성하는 세포들이 장에가서 똥을 빚는구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 작가님 아이디어 최고다진짜 ㅋㅋㅋㅋㅋㅋㅋ
1808,막컷 존잘..♥
1809,역시 내아들 ㅋㅋㅋㅋ
1810,괜찮아 어차피 장면이 지나가면 기억 못할테니까
1811,작가님 쿠키는 구워져있습니다 부디 다음화를 주시옵소서
1812,"호도 주니어가 머리가 썩어서 저런 말 하는게 아닙니다. 저기서는 저게 당연한 겁니다. 마튼은 세날과는 다르고 심지어 성국과도 다릅니다. 세날은 노블리스 오블리제를 실천하는 나라죠, 성국도 현실이 그리 되고있지 않을 뿐이지, 원래는 세날하고 똑같이 성민을 보호해야 하는것이 이상목표인 나라입니다. 그런데 마튼은 철저한 왕정국가입니다. 백성이 제일 아래에 있는것이 근간부터 당연한 나라입니다. 심지어 일부 백성들마저 그렇게 생각합니다. 전대 마튼왕이 핵쓰레기였는데도 정통성 무시하고 폐위시켰다고 지금까지 문제가 되고 있는게 그걸 증명하죠. 그럼에도 불구하고 백성들을 위하고 있는 패륜왕이 변종인 겁니다. 사실 저 귀족은 이해 못하는게 당연한 거에요."
1813,호랑이형님 첫화보자마자반해서 2일만에 정주행해서 다본 학생입니다 진짜 이 웹툰은 꼭 영화로 나와여해요
1814,탈룰랔ㅋㅋㅋㅋㅋㅋㅋㅋ작가님 트렌드를 아시네요ㅋㅋㅋㅋㅋㅋㅋ
1815,순위의 상태가!! 축하합니다 3위로 진화하셨습니다!
1816,귀요미 산삼 ♥♥
1817,가우리를 마루타로 ㅋㅋㅋㅋ 역시 빠르 한결같아 ㅋㅋㅋ
1818,홍화를 던졌는데 한설이가 나와서 당황한 암주ㅋㅋㅋㅋㅋㅋ
1819,작가님..제발 유일이 꽃길만 걷게 해주세요...☆
1820,감동하느라 우는거임ㅠㅠ 흑흑 유일아 행복해졌으면좋겠다
1821,저 선배가 시간을 두고 여주한테 차근차근 빠져갔으면 좋았을텐데 갑자기 한번에 반한거같아서 살짝 아쉬운거같기도..
1822,오늘 쿠키를 쓴것이 아깝지 않으신분 손
1823,??? : 그렇게 둘이서 썸을 타고 사귀게 되는거야..
1824,준이 학점이 들쑥날쑥 하다는 걸 보니 신경써서 하면 성적 잘 나오는데 동기부여가 잘 안 되는 듯..미국에서 영어로 강의 들으며 학점 잘 받아내는 거 보면 공부머리도 있는데 누나가 넘사벽이라 빛을 못 보네 ㅜ
1825,그래도 동물학대라고 수상하게 여기고 다가오는게 낫지 않나요? 마음 따순 사람들... 실제 학대범을 만나면 핵꿀밤을 정중앙에 맞추겠지.
1826,골매는 알고 있지만 굳이 아는 척 안 하는 스타일... 귀찮은 일 딱 질색하는 스타일... 같은 느낌
1827,자기애가 끔찍이 강한 유정이 설이를 감싸려다 자기가 다쳤는데도 신경도 안쓰는게 인상적
1828,김상철 줘패고싶네 진짜
1829,한편이라도 재미없으면 멈추려했거늘 재미없는편이 한편도 없구나
1830,나중에 책 나오면 꼭 소장했다가 마음이 힘든 사람들한테 보여주고 싶어요^^
1831,단모리 진모리로 변해서 밸런스 깼을 때 보다 최소 2배 이상의 쾌감이었다
1832,오늘은 샌드백이 이겼습니다.
1833,곱게 자란 티 내지 말라니 곱게 자라긴 했구나 곱게 자란 애들일수록 저런 거 못 견디면... 아직 과거 안 밝혀진 애들 과거 너무 참담한데.... 제니퍼 말고 제일 공격에 적극적인 애들이란말이야
1834,인하랑 설이랑 친해졌음 좋겠다 개인적인 바람... 인하도 좋아하는 일 찾아서 적어도 자기자신은 만족스럽게 살았으면 좋겠어...
1835,나를 항상 1순위로 생각하기..
1836,우와 새 기능 신기해
1837,미쳤다 진짜 이동건 작가님 여자가 아닐까?
1838,작가님 매점 갔다오자 입니다:)
1839,"떡 두 명 웹툰에서 안나왔을 뿐인데
웹툰 분위기가 훨씬 평화롭다 근뎈ㅋㅋㅋㅋㅋㅋㅋ"
1840,"애초에 무커도 두 살 전에 이미 한 지역의 왕으로 군림했잖슴. 그것도 당대 최강이자 성체호랑이인 왕태를 상대로 이겼고 산군, 빠르 아버지인 아루도 무케한테 한 수 접었다고 그랬으니 순수 호랭이 혈통 중엔 최강의 DNA를 받은게 무케임. 거기다 하반신 검고 이마에 원있고 불에 반응하는걸로 봐서는 아린 버프 받은 상태로 태어났는데 차기 산군으론 부족한게 없지 "
1841,근데 유미가 또 둘이 밀어주는게 티나면 바비가 상처받겠지 ㅠㅠ 그리고 바비의 마음이 티나면 이다도 상처받겠지 ㅠㅠ 휴 그래도 유미바비 잘됐으면 하는 마음....
1842,진짜 좋아하는데 설이가 너무 당연한 걸 물어봐서 늦은 거 아닐까? 왜 당연한 걸 묻지? 약간 이런 생각. 후반부에 설이에 대한 정이 생각 보면 진짜 호감있고 좋아서 그런 것 같은데..
1843,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ혜성이가 더 나빸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1844,도생원이 강하게 설정해주셔서 감사드립니다 속이 시원하네요  일상스트레스다 풀리고 갑니다ㅋㅋㅋㅋ 얍얍얍~!!
1845,"왕자 정체는 웹툰에 나왔던 인물들 중 하나입니다.

후보는 마하늘, 도서부 선배 밖에 없는 거 같죠?
근데 하늘이는 너무 뻔해서 독자들도 거의 확신하고 있어서  작가기법 중 페이크로 둔 것일 가능성이 높죠.

 결국 의외의 인물이 왕자로 등장할텐데, 제 생각엔 사은재의 가면 쓴 보디가드가 왕자일 것 같네요.

은재 아빠인 만산그룹 회장 사훈영은 '이 무대는 우리가 장악한지 오래다'' 라고 합니다. 

왕자가 만산쪽에 넘어왔단 말이 될 수 있죠.

실제로 왕자도 새로운 왕비가 들어서자 '우리쪽도 예상 못한 일이다. '라고 자기네쪽에서 왕비를 만들고 싶어하는 만산과 비슷한 맥락의 발언을 합니다.

 은재가 우연히 왕비의 파티에 참석했을까요? 은재의 보디가드가 왕자라면 그 이유도 설명이되죠.
"
1846,"저렇게 어릴때부터 콩이를 키웠는데 지금은 집 나가서 안돌아오고 있으니.. 훈이 마음이 어떨지 상상도 안간다ㅠㅠ 
콩아 얼른 마음 잡고 돌아가자ㅠㅠ 너도 형아 좋잖아.."
1847,구웅 잘했구웅
1848,ㅋㅋㅋㅋㅋ영노ㅠㅠ 나 영노 너무 좋아...... 영노야 얼마전에 폰이 초기화 됐다고라도ㅠㅠ 하자 근데 정말 순주한테 언젠간 들키겠지만 잘 풀어나가긴 할듯... 순주 다칠까봐 대신 맞아주는 영노ㅠㅠ 개설레 
1849,참새 졸귀네
1850,당구장에서 흑산포 썼으면 칠보흑풍권 맞아도 된다
1851,와 이수영씨 초아가 준 펭귄인형 아직도 달고 있어 진짜 마음에 들었나봐 귀여워ㅜㅠㅠㅠㅠㅜㅜㅜㅠㅠㅜㅠㅠㅠㅠ
1852,"근데 예전에 키웠다던 나비 엄청 큰 떡밥인듯, 분명 냥인일텐데 누굴가 ?.?"
1853,"내가 아 웹툰을 보는 까닭
= 애들 얼굴보려고(담백)"
1854,아진짜 몇회째 자꾸 눈물나와ㅠㅜㅠ설아ㅠㅜㅠㅜㅜㅠ설이 독백이랑 ㅠㅜㅠㅠㅠㅠ정이한테 털어놓는 대사들 너무 맘아프고ㅠㅜㅠ공감가고ㅠㅜㅠ아눈물..
1855,유정 당신... 집 근처 회사인거 깨닫고 우연히라도 설이 만날까 동네 돌아댕기는거... 그거 사랑이야...
1856,근데 난 뭔가 인호는 홍설한테 그냥 정상적인?그냥 더 편하게 해주는 사람이고 유정은 홍설한테 진짜 로맨스릴러..적으로 점점 더 편하게 해주는 약간 트랩?같은 사람인데 당연히 내 생각에는 홍설한텐 인호가 더 필요하고 서로 편안해지는데 인호가 머리가 좀 홍설보단 덜 돌아가서 늘 홍설 고민을 해결못해주고 지나칠때가 많은데 유정은 비슷하게 돌아가니까 홍설 고민을 잘 해결해줘서 음..결론은 홍설은 마지막엔 유정을 선택할수밖에없을듯
1857,와.. 남에게 뭐 물을땐 자기 소개 부터 하는게 맞는데 그런 사람들이 별로 없더라구요. 그런 점에서 영광이 합격
1858,치카치카세포랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ니네가 애냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1859,다들 춘배를 여자라고 생각하는거?ㅋㅋㅋ난 춘배가 그 미모의 여인 쌍둥이 남매라고 할줄 알았는데ㅋㅋㅋ
1860,유정 애새끼야진짜ㅋㅋㄱㄱㄱㄱ ㄱㄱㅜㅜ;;
1861,유연이 바름이 게임 접속했다고 웃는거 너무 귀여운거 아니얔ㅋㅋㅋㅋㅋ
1862,"설이가 말은 못하지만 많이 서운한가보다ㅠ
인호 입장에선 누나니까 그렇다고 애써 넘기는거 같은데 전에는 설이한테 먼저 휘어잡으라고 조언도 해주고.. 진짜 가족처럼 지내는 장면 떠올리는거 보니까 새삼 인호가 설이에게 중요한 사람인거 보이고ㅠㅠㅠㅠ"
1863,"성기사들의 능력은, 저 세계에서도 크게 부족함은 없지만. 대인전과 관련해선 숙련된 모험가를 이기기엔 아무래도 능력의 차이가 있을 수 밖에 없을 것입니다. 이전에 검성이와 마크의 능력치를 비교했던 편을 참고하자면, 성기사들은 마물이나 이단마법사들을 상대하기 위한 신성력 축적에 많은 시간을 할애하다보니, 기술적인 면에서는 뒤쳐질 수 밖에 없다고 하더군요. 대신 신성력으로 끈질긴 생명력은 보장되지만요. :D"
